nome,squadra,ruolo,eta,presenze,minuti,gol,assist,xG,xA,gialli,rossi,quotazione_ufficiale,correttivo_statistico,valore_finale,analizzato,note_match,fattore_affidabilita,note_fbref,valore_v4
Pafundi,Udinese,C,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8
Akinsanmiro,Monza,C,,,,,,,,,,7,1.0,7,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),7
Adrian Przyborek,Lazio,C,18,1,9,0,0,0.02,0,0,0,7,0.84,6,True,match su cognome+squadra,0.88,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",5
Daniel Boloca,Sassuolo,C,26,2,135,0,0,0.1,0.04,0,0,7,0.845,6,True,match su cognome+squadra,0.976,"nome completo -- titolarita' 100%, minuti giocati 4% del possibile",6
Bohinen,Venezia,C,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,6
Dagasso,Venezia,C,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,6
Foe-Ondoa,Monza,C,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,6
Grosso,Frosinone,C,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,6
Kaba,Lecce,C,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,6
Alessandro Romano,Cagliari,C,19,2,8,0,0,0,0,0,0,6,0.84,5,True,"match su cognome (squadra diversa, trasferimento presunto)",0.88,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",4
Bjarkason,Venezia,C,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,5
Carboni,Inter,C,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),5
Galazzi,Monza,C,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,5
Hasa,Frosinone,C,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),5
Lafont,Genoa,C,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,5
Nuamah,Sassuolo,C,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,5
Akarakiri,Cagliari,C,,,,,,,,,,4,1.0,4,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,4
Fofana,Lecce,C,,,,,,,,,,4,1.0,4,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,4
Lella,Venezia,C,,,,,,,,,,4,1.0,4,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,4
Massolin,Inter,C,,,,,,,,,,4,1.0,4,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,4
Wiafe,Genoa,C,,,,,,,,,,4,1.0,4,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,4
Joseph Liteta,Cagliari,C,19,4,264,0,0,0,0,0,0,4,0.848,3,True,match su cognome+squadra,0.979,"nome completo -- titolarita' 100%, minuti giocati 8% del possibile",3
Zeroli,Milan,C,,,,,,,,,,3,1.0,3,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,3
Cissè,Milan,C,,,,,,,,,,2,1.0,2,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,2
Farji,Venezia,C,,,,,,,,,,2,1.0,2,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,2
Lahdo,Como,C,,,,,,,,,,2,1.0,2,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,2
Marchwinski,Lecce,C,,,,,,,,,,2,1.0,2,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,2
Luka Topalović,Inter,C,19,1,10,0,1,0,0.16,0,0,1,0.86,1,True,match su cognome+squadra,0.88,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",1
Abdoulaye Camara,Udinese,C,16,1,12,0,0,0,0.04,0,0,1,0.841,1,True,match su cognome+squadra,0.88,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",1
Ballabio,Monza,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1
Berardi,Venezia,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1
Berenbruch,Inter,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1
Cacciamani,Torino,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1
Carbone,Genoa,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1
Gorter,Lecce,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1
Kamate,Inter,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1
Kouda,Parma,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1
Kovac,Lecce,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1
Luongo,Torino,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1
Saco,Napoli,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1
Terrnava,Parma,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1
Toci,Frosinone,C,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1
Federico Dimarco,Inter,D,27,35,2698,7,16,7.29,15.93,3,0,43,1.35,58,True,match su cognome+squadra,1.034,"nome completo -- titolarita' 86%, minuti giocati 79% del possibile; 2.0 tackle+intercetti/90",60
Wesley,Roma,D,21,30,2448,5,0,2.48,5.35,7,2,36,1.18,42,True,match su cognome+squadra,1.049,"nome completo -- titolarita' 93%, minuti giocati 72% del possibile; 2.3 tackle+intercetti/90",44
Gianluca Mancini,Roma,D,29,36,3059,4,2,2.39,2.72,9,0,33,1.264,42,True,match su cognome+squadra,1.066,"nome completo -- titolarita' 100%, minuti giocati 89% del possibile; 2.2 tackle+intercetti/90",45
Strahinja Pavlović,Milan,D,24,34,2869,5,1,3.91,0.72,4,0,33,1.27,42,True,match su cognome+squadra,1.018,"nome completo -- titolarita' 97%, minuti giocati 84% del possibile; 1.4 tackle+intercetti/90",43
Gleison Bremer,Juventus,D,28,26,2171,4,3,2.71,0.41,5,0,34,1.175,40,True,match su cognome+squadra,1.018,"nome completo -- titolarita' 96%, minuti giocati 64% del possibile; 1.8 tackle+intercetti/90",41
Davide Zappacosta,Atalanta,D,33,35,2569,3,3,3.23,4.51,3,0,32,1.224,39,True,match su cognome+squadra,0.983,"nome completo -- titolarita' 86%, minuti giocati 75% del possibile; 1.1 tackle+intercetti/90",38
Pierre Kalulu,Juventus,D,25,37,3281,2,4,1.45,5.54,4,1,31,1.242,39,True,match su cognome+squadra,1.04,"nome completo -- titolarita' 100%, minuti giocati 96% del possibile; 1.6 tackle+intercetti/90",41
Alessandro Bastoni,Inter,D,26,28,2239,1,4,1.69,3.2,6,0,35,1.108,39,True,match su cognome+squadra,1.054,"nome completo -- titolarita' 100%, minuti giocati 66% del possibile; 2.4 tackle+intercetti/90",41
Andrea Cambiaso,Juventus,D,25,36,2769,3,4,2.9,6.85,3,1,29,1.261,37,True,match su cognome+squadra,1.04,"nome completo -- titolarita' 97%, minuti giocati 81% del possibile; 1.9 tackle+intercetti/90",38
Oumar Solet,Udinese,D,25,35,2959,3,1,2.9,2.3,1,0,30,1.212,36,True,match su cognome+squadra,1.11,"nome completo -- titolarita' 97%, minuti giocati 86% del possibile; 3.2 tackle+intercetti/90",40
Manuel Akanji,Inter,D,30,33,2821,2,0,2.3,0.33,4,0,32,1.118,36,True,match su cognome+squadra,1.04,"nome completo -- titolarita' 94%, minuti giocati 82% del possibile; 1.9 tackle+intercetti/90",37
Giovanni Di Lorenzo,Napoli,D,31,26,2276,2,1,1.95,3,1,0,32,1.096,35,True,match su cognome+squadra,1.002,"nome completo -- titolarita' 100%, minuti giocati 66% del possibile; 1.4 tackle+intercetti/90",35
Evan N'Dicka,Roma,D,25,31,2680,3,0,2.39,0.56,5,0,30,1.143,34,True,match su cognome+squadra,1.047,"cognome + squadra -- titolarita' 100%, minuti giocati 78% del possibile; 2.0 tackle+intercetti/90",36
Dodô,Fiorentina,D,26,36,3134,1,2,1.38,5.39,7,0,28,1.176,33,True,match su cognome+squadra,1.026,"nome completo -- titolarita' 100%, minuti giocati 92% del possibile; 1.4 tackle+intercetti/90",34
Marc-Oliver Kempf,Como,D,30,34,2326,4,1,3.28,1.1,3,0,27,1.173,32,True,match su cognome+squadra,0.964,"nome completo -- titolarita' 79%, minuti giocati 68% del possibile; 1.0 tackle+intercetti/90",31
Leonardo Spinazzola,Napoli,D,32,32,1901,3,3,1.21,2.61,2,0,27,1.109,30,True,match su cognome+squadra,0.928,"nome completo -- titolarita' 69%, minuti giocati 56% del possibile; 0.7 tackle+intercetti/90",28
Jacobo Ramón,Como,D,20,32,2742,2,0,5.47,1.03,11,1,26,1.135,30,True,match su cognome+squadra,1.056,"nome completo -- titolarita' 94%, minuti giocati 80% del possibile; 2.3 tackle+intercetti/90",32
Yann Aurel Bisseck,Inter,D,24,23,1922,3,1,2.83,0.65,2,0,28,1.084,30,True,match su cognome+squadra,1.012,"nome completo -- titolarita' 91%, minuti giocati 56% del possibile; 1.9 tackle+intercetti/90",30
Stones,Inter,D,,,,,,,,,,30,1.0,30,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,30
Giorgio Scalvini,Atalanta,D,21,24,1808,3,1,3.86,1.58,2,0,26,1.102,29,True,match su cognome+squadra,1.07,"nome completo -- titolarita' 96%, minuti giocati 53% del possibile; 3.0 tackle+intercetti/90",31
Molina,Roma,D,,,,,,,,,,29,1.0,29,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,29
Mario Hermoso,Roma,D,30,27,2085,3,2,2.19,0.86,9,0,25,1.11,28,True,match su cognome+squadra,1.03,"nome completo -- titolarita' 93%, minuti giocati 61% del possibile; 2.2 tackle+intercetti/90",29
Álex Valle,Como,D,21,28,2026,1,4,0.89,1.48,3,0,26,1.058,28,True,match su cognome+squadra,1.033,"nome completo -- titolarita' 82%, minuti giocati 59% del possibile; 2.4 tackle+intercetti/90",29
Lloyd Kelly,Juventus,D,26,35,2996,1,1,0.97,1.06,4,0,24,1.106,27,True,match su cognome+squadra,1.017,"nome completo -- titolarita' 94%, minuti giocati 88% del possibile; 1.4 tackle+intercetti/90",27
Robin Gosens,Fiorentina,D,31,26,1881,3,1,2.4,0.96,2,0,25,1.084,27,True,match su cognome+squadra,1.014,"nome completo -- titolarita' 92%, minuti giocati 55% del possibile; 2.0 tackle+intercetti/90",27
Spence,Inter,D,,,,,,,,,,27,1.0,27,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,27
Juan Miranda,Bologna,D,25,32,2573,1,3,0.52,4.5,6,0,23,1.113,26,True,match su cognome+squadra,1.045,"nome completo -- titolarita' 91%, minuti giocati 75% del possibile; 2.2 tackle+intercetti/90",27
Amir Rrahmani,Napoli,D,31,21,1795,2,1,1.35,0.24,2,0,25,1.017,25,True,match su cognome+squadra,1.006,"nome completo -- titolarita' 100%, minuti giocati 52% del possibile; 1.7 tackle+intercetti/90",25
Chalobah,Como,D,,,,,,,,,,25,1.0,25,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,25
Marcus Pedersen,Torino,D,25,29,2134,1,2,1.62,2.89,3,0,23,1.054,24,True,match su cognome+squadra,0.961,"nome completo -- titolarita' 79%, minuti giocati 62% del possibile; 1.0 tackle+intercetti/90",23
Carlos Augusto,Inter,D,26,34,1763,1,1,1.96,1.14,6,0,24,0.985,24,True,match su cognome+squadra,0.981,"nome completo -- titolarita' 53%, minuti giocati 52% del possibile; 2.1 tackle+intercetti/90",24
Isak Hien,Atalanta,D,26,28,1970,1,0,1.08,0.11,5,0,25,0.971,24,True,match su cognome+squadra,1.043,"nome completo -- titolarita' 71%, minuti giocati 58% del possibile; 2.9 tackle+intercetti/90",25
Ostigard,Genoa,D,,,,,,,,,,23,1.0,23,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,23
Davide Bartesaghi,Milan,D,19,31,2441,2,0,1.37,3.91,3,0,20,1.092,22,True,match su cognome+squadra,1.018,"nome completo -- titolarita' 87%, minuti giocati 71% del possibile; 1.8 tackle+intercetti/90",22
Raoul Bellanova,Atalanta,D,25,24,1377,0,1,0.5,1.94,2,0,24,0.902,22,True,match su cognome+squadra,0.938,"nome completo -- titolarita' 62%, minuti giocati 40% del possibile; 1.2 tackle+intercetti/90",21
Tarik Muharemovic,Sassuolo,D,22,32,2835,2,2,2.83,0.93,7,0,19,1.165,22,True,match su cognome+squadra,1.059,"nome completo -- titolarita' 100%, minuti giocati 83% del possibile; 2.2 tackle+intercetti/90",23
Adam Marušić,Lazio,D,32,33,2778,1,2,1.74,1.54,1,1,20,1.101,22,True,match su cognome+squadra,1.023,"nome completo -- titolarita' 97%, minuti giocati 81% del possibile; 1.6 tackle+intercetti/90",23
Alessandro Buongiorno,Napoli,D,26,33,2521,0,1,1.64,0.35,3,0,21,1.028,22,True,match su cognome+squadra,1.037,"nome completo -- titolarita' 85%, minuti giocati 74% del possibile; 2.2 tackle+intercetti/90",23
Mario Gila,Milan,D,24,31,2472,0,0,1.63,0.72,4,1,22,0.997,22,True,"match su cognome (squadra diversa, trasferimento presunto)",1.048,"nome completo -- titolarita' 100%, minuti giocati 72% del possibile; 2.2 tackle+intercetti/90",23
Zeki Çelik,Juventus,D,28,34,2723,1,2,1.77,2.41,2,1,19,1.103,21,True,"match su cognome (squadra diversa, trasferimento presunto)",1.046,"nome completo -- titolarita' 94%, minuti giocati 80% del possibile; 2.1 tackle+intercetti/90",22
Emanuele Valeri,Parma,D,26,34,2643,0,2,0.67,3.78,2,0,20,1.069,21,True,match su cognome+squadra,1.018,"nome completo -- titolarita' 85%, minuti giocati 77% del possibile; 1.8 tackle+intercetti/90",21
Thomas Kristensen,Atalanta,D,23,28,2472,3,0,1.88,0.22,4,0,19,1.11,21,True,"match su cognome (squadra diversa, trasferimento presunto)",1.014,"nome completo -- titolarita' 100%, minuti giocati 72% del possibile; 1.5 tackle+intercetti/90",21
Matteo Gabbia,Milan,D,25,30,2530,0,0,1.54,0.05,4,0,21,1.008,21,True,match su cognome+squadra,0.981,"nome completo -- titolarita' 93%, minuti giocati 74% del possibile; 1.0 tackle+intercetti/90",21
Jhon Lucumí,Bologna,D,27,29,2287,1,0,1.38,0.79,5,0,21,1.02,21,True,match su cognome+squadra,1.027,"nome completo -- titolarita' 90%, minuti giocati 67% del possibile; 2.0 tackle+intercetti/90",22
Alessio Romagnoli,Lazio,D,30,32,2666,0,0,1.54,0.07,6,1,21,1.005,21,True,match su cognome+squadra,1.018,"nome completo -- titolarita' 97%, minuti giocati 78% del possibile; 1.6 tackle+intercetti/90",21
Yerry Mina,Cagliari,D,30,26,2150,2,0,1.76,0.43,5,1,20,1.026,21,True,match su cognome+squadra,1.022,"nome completo -- titolarita' 100%, minuti giocati 63% del possibile; 1.8 tackle+intercetti/90",21
Vasquez,Genoa,D,,,,,,,,,,21,1.0,21,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,21
Fikayo Tomori,Milan,D,27,33,2554,0,2,0.59,1,8,1,20,1.021,20,True,match su cognome+squadra,1.056,"nome completo -- titolarita' 94%, minuti giocati 75% del possibile; 2.4 tackle+intercetti/90",21
Berat Djimsiti,Atalanta,D,32,34,2525,0,0,1.69,0.33,4,0,20,1.014,20,True,match su cognome+squadra,1.056,"nome completo -- titolarita' 85%, minuti giocati 74% del possibile; 2.6 tackle+intercetti/90",21
Luca Ranieri,Fiorentina,D,26,34,2458,1,0,2.08,1.03,8,1,19,1.031,20,True,match su cognome+squadra,1.013,"nome completo -- titolarita' 85%, minuti giocati 72% del possibile; 1.8 tackle+intercetti/90",20
Couto,Como,D,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,20
Dragusin,Fiorentina,D,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,20
Gallo,Lecce,D,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,20
Fabiano Parisi,Fiorentina,D,24,23,1520,1,1,1.3,1.92,6,0,20,0.962,19,True,match su cognome+squadra,0.985,"nome completo -- titolarita' 78%, minuti giocati 44% del possibile; 1.8 tackle+intercetti/90",19
Emil Holm,Bologna,D,25,11,655,1,4,0.85,2.05,3,1,21,0.897,19,True,match su cognome+squadra,1.001,"cognome + squadra -- titolarita' 73%, minuti giocati 19% del possibile; 2.7 tackle+intercetti/90",19
Del Prato,Parma,D,,,,,,,,,,19,1.0,19,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,19
Norton-Cuffy,Genoa,D,,,,,,,,,,19,1.0,19,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,19
Lorenzo Bernasconi,Atalanta,D,21,23,1572,0,3,0.42,3.15,3,0,19,0.962,18,True,match su cognome+squadra,0.977,"nome completo -- titolarita' 74%, minuti giocati 46% del possibile; 1.7 tackle+intercetti/90",18
Miguel Gutiérrez,Napoli,D,24,28,1488,1,1,0.57,1.78,0,0,19,0.946,18,True,match su cognome+squadra,0.958,"nome completo -- titolarita' 54%, minuti giocati 44% del possibile; 1.8 tackle+intercetti/90",17
Saúl Coco,Torino,D,26,35,3088,1,1,1.16,0.76,3,0,16,1.12,18,True,match su cognome+squadra,1.066,"nome completo -- titolarita' 100%, minuti giocati 90% del possibile; 2.2 tackle+intercetti/90",19
Marin Pongračić,Fiorentina,D,27,35,2918,0,0,0.59,0.69,12,0,17,1.035,18,True,match su cognome+squadra,1.027,"nome completo -- titolarita' 94%, minuti giocati 85% del possibile; 1.6 tackle+intercetti/90",18
Federico Gatti,Juventus,D,27,21,1093,2,0,1.96,0.21,3,0,19,0.93,18,True,match su cognome+squadra,0.954,"nome completo -- titolarita' 57%, minuti giocati 32% del possibile; 1.8 tackle+intercetti/90",17
Pietro Comuzzo,Torino,D,20,27,1696,1,0,0.81,0.04,2,0,19,0.942,18,True,"match su cognome (squadra diversa, trasferimento presunto)",0.994,"nome completo -- titolarita' 67%, minuti giocati 50% del possibile; 2.1 tackle+intercetti/90",18
Doekhi,Lazio,D,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18
Gabriel,Lecce,D,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,18
Martin,Genoa,D,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,18
Devyne Rensch,Roma,D,22,24,1184,1,4,0.57,2.72,1,0,18,0.97,17,True,match su cognome+squadra,0.975,"nome completo -- titolarita' 50%, minuti giocati 35% del possibile; 2.3 tackle+intercetti/90",17
Mërgim Vojvoda,Udinese,D,30,30,1591,2,2,1.47,3.09,2,0,16,1.034,17,True,"match su cognome (squadra diversa, trasferimento presunto)",0.933,"nome completo -- titolarita' 63%, minuti giocati 46% del possibile; 1.0 tackle+intercetti/90",16
Christian Kabasele,Udinese,D,34,30,2247,3,0,1.67,0.06,5,1,16,1.068,17,True,match su cognome+squadra,1.019,"nome completo -- titolarita' 93%, minuti giocati 66% del possibile; 1.8 tackle+intercetti/90",17
Sam Beukema,Napoli,D,26,24,1681,2,0,1.73,0.39,2,0,17,0.99,17,True,match su cognome+squadra,0.978,"nome completo -- titolarita' 75%, minuti giocati 49% del possibile; 1.7 tackle+intercetti/90",17
Nadir Zortea,Bologna,D,26,32,1819,0,2,0.42,2.86,2,0,18,0.962,17,True,match su cognome+squadra,0.967,"nome completo -- titolarita' 50%, minuti giocati 53% del possibile; 1.8 tackle+intercetti/90",16
Ivan Smolčić,Como,D,24,28,1662,0,1,1.13,1.46,8,0,18,0.935,17,True,match su cognome+squadra,1.014,"nome completo -- titolarita' 68%, minuti giocati 49% del possibile; 2.5 tackle+intercetti/90",17
Ardian Ismajli,Torino,D,28,25,1906,0,1,0.75,0.54,5,0,18,0.95,17,True,match su cognome+squadra,1.027,"nome completo -- titolarita' 84%, minuti giocati 56% del possibile; 2.4 tackle+intercetti/90",17
Pedraza,Lazio,D,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,17
Rafel Obrador,Sassuolo,D,21,16,1116,1,3,0.17,1.06,1,0,17,0.935,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.972,"nome completo -- titolarita' 88%, minuti giocati 33% del possibile; 1.6 tackle+intercetti/90",16
Emil Holm,Bologna,D,25,7,230,0,0,0.3,0.23,0,0,21,0.75,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.913,"cognome unico (probabile trasferimento) -- titolarita' 29%, minuti giocati 7% del possibile",15
Adam Obert,Cagliari,D,22,35,2771,0,3,1.36,3.71,10,1,15,1.089,16,True,match su cognome+squadra,1.066,"nome completo -- titolarita' 94%, minuti giocati 81% del possibile; 2.5 tackle+intercetti/90",17
Sebastian Walukiewicz,Sassuolo,D,25,34,2852,0,1,0.18,2.05,7,0,15,1.055,16,True,match su cognome+squadra,1.036,"nome completo -- titolarita' 97%, minuti giocati 83% del possibile; 1.8 tackle+intercetti/90",17
Gabriele Zappa,Cagliari,D,25,31,1597,0,3,1.13,2.11,2,0,16,0.97,16,True,match su cognome+squadra,0.976,"nome completo -- titolarita' 58%, minuti giocati 47% del possibile; 2.0 tackle+intercetti/90",16
Álex Jiménez,Fiorentina,D,20,1,45,0,0,0,0.14,1,0,21,0.75,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.881,"nome completo -- titolarita' 0%, minuti giocati 1% del possibile",14
Valdepeñas,Fiorentina,D,,,,,,,,,,16,1.0,16,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,16
Mathías Olivera,Napoli,D,27,25,1370,0,0,1.79,0.6,3,0,17,0.893,15,True,match su cognome+squadra,0.997,"nome completo -- titolarita' 60%, minuti giocati 40% del possibile; 2.5 tackle+intercetti/90",15
Benjamin Pavard,Inter,D,29,1,90,0,0,0.05,0.03,0,0,20,0.75,15,True,match su cognome+squadra,0.975,"nome completo -- titolarita' 100%, minuti giocati 3% del possibile",15
Aurelio,Cagliari,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15
Koulierakis,Roma,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15
Marcandalli,Genoa,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,15
Provstgaard,Lazio,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15
Terzic,Frosinone,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15
Veiga,Lecce,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,15
Hassane Kamara,Udinese,D,31,26,1861,0,2,0.89,2.51,5,0,14,0.981,14,True,match su cognome+squadra,1.017,"nome completo -- titolarita' 85%, minuti giocati 54% del possibile; 2.2 tackle+intercetti/90",14
Zachary Athekame,Milan,D,20,27,833,2,2,0.38,1.56,3,0,15,0.918,14,True,match su cognome+squadra,0.894,"nome completo -- titolarita' 26%, minuti giocati 24% del possibile; 1.3 tackle+intercetti/90",13
Alessandro Circati,Parma,D,21,31,2664,1,0,0.74,0.25,6,0,13,1.048,14,True,match su cognome+squadra,1.032,"nome completo -- titolarita' 100%, minuti giocati 78% del possibile; 1.8 tackle+intercetti/90",14
Koni De Winter,Milan,D,23,26,1800,1,1,0.8,0.65,1,0,14,0.975,14,True,match su cognome+squadra,0.976,"nome completo -- titolarita' 73%, minuti giocati 53% del possibile; 1.6 tackle+intercetti/90",14
Nuno Tavares,Lazio,D,25,23,1473,0,0,1.13,1.18,5,0,16,0.899,14,True,match su cognome+squadra,1.007,"nome completo -- titolarita' 74%, minuti giocati 43% del possibile; 2.4 tackle+intercetti/90",14
Cuenca,Como,D,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),14
Kaiki,Como,D,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,14
Mario,Fiorentina,D,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,14
