nome,squadra,ruolo,eta,presenze,minuti,gol,assist,xG,xA,gialli,rossi,quotazione_ufficiale,correttivo_statistico,valore_finale,analizzato,note_match,fattore_affidabilita,note_fbref,valore_v4,voto_medio_2025_26,valore_moneyball,note_moneyball
Maduka Okoye,Udinese,P,25,30,2616,0,0,0,0.07,1,1,17,1.0,17,True,match su cognome+squadra,1.047,"nome completo -- titolarita' 100%, minuti giocati 76% del possibile; clean sheet 33%, 1.27 gol subiti/90, 68% parate",18,6.98,1,"cognome univoco -- 30 presenze, voto 6.98, baseline P 6.95"
Falcone,Lecce,P,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,17,,17,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Arijanet Muric,Sassuolo,P,26,32,2880,0,0,0,0.03,4,0,16,1.0,16,True,match su cognome+squadra,1.008,"nome completo -- titolarita' 100%, minuti giocati 84% del possibile; clean sheet 19%, 1.34 gol subiti/90, 73% parate",16,7.17,8,"cognome univoco -- 32 presenze, voto 7.17, baseline P 6.95"
Alex Meret,Napoli,P,28,11,979,0,1,0,0.27,1,0,15,1.0,15,True,match su cognome+squadra,1.028,"nome completo -- titolarita' 100%, minuti giocati 29% del possibile; clean sheet 36%, 1.10 gol subiti/90, 64% parate",15,6.8,1,"nome completo -- 11 presenze, voto 6.80, baseline P 6.95"
Stankovic,Venezia,P,,,,,,,,,,13,1.0,13,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,13,,13,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Zion Suzuki,Parma,P,22,20,1800,0,0,0,0.03,1,0,12,1.0,12,True,match su cognome+squadra,0.998,"nome completo -- titolarita' 100%, minuti giocati 53% del possibile; clean sheet 25%, 1.40 gol subiti/90, 70% parate",12,7.06,2,"cognome univoco -- 20 presenze, voto 7.06, baseline P 6.95"
Palmisani,Frosinone,P,,,,,,,,,,12,1.0,12,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,12,,12,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Thiam,Monza,P,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11,,11,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Ivan Provedel,Inter,P,31,27,2430,0,0,0,0.23,1,0,1,1.0,1,True,"match su cognome (squadra diversa, trasferimento presunto)",1.09,"nome completo -- titolarita' 100%, minuti giocati 71% del possibile; clean sheet 44%, 1.00 gol subiti/90, 77% parate",1,7.17,8,"nome completo -- 27 presenze, voto 7.17, baseline P 6.95"
Edoardo Corvi,Parma,P,24,17,1530,0,0,0,0,1,0,1,1.0,1,True,match su cognome+squadra,1.056,"nome completo -- titolarita' 100%, minuti giocati 45% del possibile; clean sheet 41%, 1.06 gol subiti/90, 71% parate",1,6.95,1,"cognome univoco -- 17 presenze, voto 6.95, baseline P 6.95"
Federico Ravaglia,Bologna,P,25,17,1470,0,0,0,0,4,0,1,1.0,1,True,match su cognome+squadra,0.929,"nome completo -- titolarita' 94%, minuti giocati 43% del possibile; clean sheet 12%, 1.78 gol subiti/90, 64% parate",1,7.13,2,"cognome univoco -- 17 presenze, voto 7.13, baseline P 6.95"
Mattia Perin,Juventus,P,32,9,765,0,0,0,0.08,0,0,1,1.0,1,True,match su cognome+squadra,1.018,"nome completo -- titolarita' 100%, minuti giocati 22% del possibile; clean sheet 33%, 1.06 gol subiti/90, 59% parate",1,6.69,1,"nome completo -- 9 presenze, voto 6.69, baseline P 6.95"
Edoardo Motta,Lazio,P,20,9,810,0,0,0,0.05,1,0,1,1.0,1,True,match su cognome+squadra,1.016,"nome completo -- titolarita' 100%, minuti giocati 24% del possibile; clean sheet 33%, 1.11 gol subiti/90, 69% parate",1,6.9,1,"cognome univoco -- 9 presenze, voto 6.90, baseline P 6.95"
Franco Israel,Torino,P,25,9,810,0,0,0,0,1,0,1,1.0,1,True,match su cognome+squadra,0.961,"nome completo -- titolarita' 100%, minuti giocati 24% del possibile; clean sheet 33%, 2.00 gol subiti/90, 57% parate",1,6.63,1,"cognome univoco -- 9 presenze, voto 6.63, baseline P 6.95"
Stefano Turati,Sassuolo,P,23,6,532,0,0,0,0.04,0,0,1,1.0,1,True,match su cognome+squadra,1.005,"nome completo -- titolarita' 100%, minuti giocati 16% del possibile; clean sheet 33%, 1.18 gol subiti/90, 68% parate",1,6.95,1,"cognome univoco -- 6 presenze, voto 6.95, baseline P 6.95"
Massimo Pessina,Bologna,P,17,4,353,0,0,0,0,0,0,1,1.0,1,True,match su cognome+squadra,0.966,"nome completo -- titolarita' 75%, minuti giocati 10% del possibile",1,6.8,1,"cognome univoco -- 4 presenze, voto 6.80, baseline P 6.95"
Raffaele Di Gennaro,Inter,P,31,1,10,0,0,0,0,0,0,1,1.0,1,True,match su cognome+squadra,0.9,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",1,6.2,1,"cognome univoco -- 1 presenze, voto 6.20, baseline P 6.95"
Nikita Contini,Napoli,P,29,1,11,0,0,0,0,0,0,1,1.0,1,True,match su cognome+squadra,0.9,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",1,6.7,1,"cognome univoco -- 1 presenze, voto 6.70, baseline P 6.95"
Pietro Terracciano,Milan,P,35,2,125,0,0,0,0,0,0,1,1.0,1,True,"match su cognome+squadra, spareggiato su portiere",0.941,"nome completo -- titolarita' 50%, minuti giocati 4% del possibile",1,7.05,1,"nome completo -- 2 presenze, voto 7.05, baseline P 6.95"
Marco Sportiello,Atalanta,P,33,1,90,0,0,0,0,0,0,1,1.0,1,True,match su cognome+squadra,0.979,"nome completo -- titolarita' 100%, minuti giocati 3% del possibile",1,6.6,1,"nome completo -- 1 presenze, voto 6.60, baseline P 6.95"
Alessio Furlanetto,Lazio,P,23,2,180,0,0,0,0,0,0,1,1.0,1,True,match su cognome+squadra,0.981,"nome completo -- titolarita' 100%, minuti giocati 5% del possibile",1,6.95,1,"cognome univoco -- 2 presenze, voto 6.95, baseline P 6.95"
Daniele Padelli,Udinese,P,39,2,180,0,0,0,0,0,0,1,1.0,1,True,match su cognome+squadra,0.981,"nome completo -- titolarita' 100%, minuti giocati 5% del possibile",1,6.95,1,"nome completo -- 2 presenze, voto 6.95, baseline P 6.95"
Gioele Zacchi,Sassuolo,P,22,1,8,0,0,0,0,0,0,1,1.0,1,True,match su cognome+squadra,0.9,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",1,6.7,1,"cognome univoco -- 1 presenze, voto 6.70, baseline P 6.95"
Filippo Rinaldi,Parma,P,22,1,90,0,0,0,0,1,0,1,1.0,1,True,match su cognome+squadra,0.979,"nome completo -- titolarita' 100%, minuti giocati 3% del possibile",1,7.7,1,"cognome univoco -- 1 presenze, voto 7.70, baseline P 6.95"
Oliver Christensen,Fiorentina,P,26,1,86,0,0,0,0,0,0,1,1.0,1,True,match su cognome+squadra,0.979,"nome completo -- titolarita' 100%, minuti giocati 2% del possibile",1,8.7,3,"cognome univoco -- 1 presenze, voto 8.70, baseline P 6.95"
Luca Lezzerini,Fiorentina,P,30,1,4,0,0,0,0,0,0,1,1.0,1,True,match su cognome+squadra,0.9,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Audero,Como,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),1,,1,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Ciocci,Cagliari,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Daffara,Parma,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Desplanches,Frosinone,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Ferrante,Napoli,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Fruchtl,Lecce,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Gollini,Roma,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Grandi,Venezia,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Happonen,Bologna,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Lolic,Frosinone,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Lysionok,Genoa,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Mascardi,Torino,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Pardel,Atalanta,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Penev,Lecce,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Piana,Udinese,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Pinsoglio,Juventus,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Pittarella,Milan,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Pizzignacco,Monza,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Pozzi,Venezia,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Rossi,Atalanta,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Samooja,Lecce,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Satalino,Sassuolo,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Sherri,Cagliari,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Siviero,Torino,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Sommariva,Genoa,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,"nessun ricalcolo (nome completo, 0 presenze 2025-26) -- resta il valore v4"
Strajnar,Monza,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Tornqvist,Como,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Torriani,Milan,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Vasquez,Roma,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Zelezny,Roma,P,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
